Datetime,Open,High,Low,Close,Adj Close,Volume
2022-04-26 09:30:00,347.94000244140625,350.05999755859375,346.5,347.0400085449219,347.0400085449219,422419
2022-04-26 10:30:00,347.2799987792969,349.57000732421875,344.260009765625,344.9700012207031,344.9700012207031,355663
2022-04-26 11:30:00,344.79998779296875,346.82000732421875,343.5799865722656,346.5299987792969,346.5299987792969,429297
2022-04-26 12:30:00,346.5299987792969,347.8450012207031,344.94000244140625,344.9599914550781,344.9599914550781,178204
2022-04-26 13:30:00,344.8900146484375,346.739990234375,344.5,346.3900146484375,346.3900146484375,208866
2022-04-26 14:30:00,346.3699951171875,347.6400146484375,344.0,344.4100036621094,344.4100036621094,264370
2022-04-26 15:30:00,344.3399963378906,345.4700012207031,343.79998779296875,344.1700134277344,344.1700134277344,493498
2022-04-27 09:30:00,357.0,373.739990234375,356.0,362.3699951171875,362.3699951171875,2085274
2022-04-27 10:30:00,362.375,367.42999267578125,360.9100036621094,363.82501220703125,363.82501220703125,696788
2022-04-27 11:30:00,364.0299987792969,367.2049865722656,363.4100036621094,366.3299865722656,366.3299865722656,496132
2022-04-27 12:30:00,366.510009765625,366.935791015625,363.2799987792969,365.30999755859375,365.30999755859375,378921
2022-04-27 13:30:00,365.2900085449219,366.7850036621094,364.04998779296875,364.8500061035156,364.8500061035156,351972
2022-04-27 14:30:00,364.7799987792969,365.30999755859375,360.4649963378906,362.3299865722656,362.3299865722656,496250
2022-04-27 15:30:00,362.19000244140625,363.1600036621094,360.2513122558594,361.57000732421875,361.57000732421875,674527
2022-04-28 09:30:00,369.1300048828125,379.1000061035156,368.7900085449219,373.45001220703125,373.45001220703125,1650661
2022-04-28 10:30:00,373.5299987792969,375.05999755859375,371.54998779296875,373.7099914550781,373.7099914550781,815187
2022-04-28 11:30:00,373.739990234375,376.0,372.25,376.0,376.0,507864
2022-04-28 12:30:00,375.94000244140625,381.5899963378906,375.80999755859375,381.29998779296875,381.29998779296875,651149
2022-04-28 13:30:00,381.2799987792969,381.739990234375,378.0,378.2900085449219,378.2900085449219,513475
2022-04-28 14:30:00,378.3500061035156,381.9700012207031,378.2349853515625,378.80999755859375,378.80999755859375,715188
2022-04-28 15:30:00,378.7300109863281,379.44000244140625,376.7200012207031,379.0299987792969,379.0299987792969,1251376
2022-04-29 09:30:00,372.04998779296875,377.1199951171875,366.4381103515625,367.0849914550781,367.0849914550781,749833
2022-04-29 10:30:00,366.989990234375,369.5,365.2900085449219,367.989990234375,367.989990234375,510133
2022-04-29 11:30:00,368.0,370.4750061035156,367.67999267578125,368.9049987792969,368.9049987792969,325805
2022-04-29 12:30:00,368.79998779296875,369.5199890136719,367.739990234375,368.260009765625,368.260009765625,335669
2022-04-29 13:30:00,368.3299865722656,369.8399963378906,365.8100891113281,366.0,366.0,333451
2022-04-29 14:30:00,365.9800109863281,366.5,364.3299865722656,365.7049865722656,365.7049865722656,448992
2022-04-29 15:30:00,365.6099853515625,366.6099853515625,361.75,363.3999938964844,363.3999938964844,915206
2022-05-02 09:30:00,363.0,364.92999267578125,353.44000244140625,359.2699890136719,359.2699890136719,937973
2022-05-02 10:30:00,359.1698913574219,361.1499938964844,351.7200012207031,352.20001220703125,352.20001220703125,477441
2022-05-02 11:30:00,352.260009765625,355.1499938964844,351.6300048828125,354.29998779296875,354.29998779296875,292515
2022-05-02 12:30:00,354.3450012207031,355.135009765625,353.260009765625,354.2699890136719,354.2699890136719,317459
2022-05-02 13:30:00,354.239990234375,354.92999267578125,350.6099853515625,351.5849914550781,351.5849914550781,377217
2022-05-02 14:30:00,351.3800048828125,358.75,350.5899963378906,358.32000732421875,358.32000732421875,516235
2022-05-02 15:30:00,358.2349853515625,360.0,357.1000061035156,359.0400085449219,359.0400085449219,550164
2022-05-03 09:30:00,361.5899963378906,363.44000244140625,353.44000244140625,355.05499267578125,355.05499267578125,466723
2022-05-03 10:30:00,355.32000732421875,359.7049865722656,354.69000244140625,359.0199890136719,359.0199890136719,458466
2022-05-03 11:30:00,359.239990234375,360.29998779296875,355.69500732421875,356.6549987792969,356.6549987792969,229672
2022-05-03 12:30:00,356.57501220703125,358.0,355.2749938964844,356.95001220703125,356.95001220703125,179406
2022-05-03 13:30:00,356.92498779296875,357.8900146484375,354.75,355.364990234375,355.364990234375,262857
2022-05-03 14:30:00,355.4849853515625,359.4100036621094,355.4800109863281,357.8399963378906,357.8399963378906,305540
2022-05-03 15:30:00,358.04998779296875,358.9100036621094,356.3500061035156,357.6300048828125,357.6300048828125,399206
2022-05-04 09:30:00,359.3699951171875,364.8699951171875,356.25,357.1000061035156,357.1000061035156,629076
2022-05-04 10:30:00,357.1099853515625,357.2300109863281,353.7250061035156,354.3500061035156,354.3500061035156,289846
2022-05-04 11:30:00,354.489990234375,355.25,353.6600036621094,355.1199951171875,355.1199951171875,226875
2022-05-04 12:30:00,355.2900085449219,358.5849914550781,355.2900085449219,357.010009765625,357.010009765625,247522
2022-05-04 13:30:00,356.9200134277344,359.2799987792969,355.19000244140625,358.260009765625,358.260009765625,301149
2022-05-04 14:30:00,358.5799865722656,368.0,354.6700134277344,367.8500061035156,367.8500061035156,791025
2022-05-04 15:30:00,368.0400085449219,369.239990234375,367.510009765625,368.739990234375,368.739990234375,560006
2022-05-05 09:30:00,362.1000061035156,367.7699890136719,361.0,363.0,363.0,636605
2022-05-05 10:30:00,362.9100036621094,363.239990234375,356.3699951171875,358.19000244140625,358.19000244140625,340610
2022-05-05 11:30:00,358.1499938964844,360.7300109863281,353.3500061035156,355.79998779296875,355.79998779296875,292592
2022-05-05 12:30:00,355.7200012207031,356.5050048828125,353.4100036621094,354.8500061035156,354.8500061035156,258012
2022-05-05 13:30:00,354.6499938964844,355.4800109863281,352.1600036621094,352.3299865722656,352.3299865722656,281214
2022-05-05 14:30:00,352.510009765625,354.0400085449219,349.57000732421875,349.9800109863281,349.9800109863281,458208
2022-05-05 15:30:00,349.79998779296875,354.1000061035156,349.0299987792969,354.1000061035156,354.1000061035156,792911
2022-05-06 09:30:00,346.25,348.6736145019531,340.7799987792969,343.635009765625,343.635009765625,720317
2022-05-06 10:30:00,344.0799865722656,351.260009765625,342.510009765625,350.05999755859375,350.05999755859375,389853
2022-05-06 11:30:00,350.06500244140625,350.4700012207031,345.9549865722656,348.2489013671875,348.2489013671875,232617
2022-05-06 12:30:00,347.989990234375,349.25,346.1700134277344,347.55499267578125,347.55499267578125,222309
2022-05-06 13:30:00,347.5050048828125,348.44000244140625,344.80999755859375,344.9949951171875,344.9949951171875,237598
2022-05-06 14:30:00,344.9100036621094,346.5,343.2900085449219,344.4100036621094,344.4100036621094,321332
2022-05-06 15:30:00,344.635009765625,348.07000732421875,344.43499755859375,347.1199951171875,347.1199951171875,561320
2022-05-09 09:30:00,341.0,342.3900146484375,329.1400146484375,329.7300109863281,329.7300109863281,1296349
2022-05-09 10:30:00,329.7149963378906,329.7149963378906,324.8900146484375,326.0299987792969,326.0299987792969,1070932
2022-05-09 11:30:00,326.0400085449219,331.5299987792969,325.7914123535156,330.8500061035156,330.8500061035156,910603
2022-05-09 12:30:00,330.8500061035156,331.5,328.9700012207031,330.67999267578125,330.67999267578125,438571
2022-05-09 13:30:00,330.8599853515625,331.2449951171875,329.0,330.010009765625,330.010009765625,378512
2022-05-09 14:30:00,329.9100036621094,331.6700134277344,329.1499938964844,329.7300109863281,329.7300109863281,452460
2022-05-09 15:30:00,329.7200012207031,330.0899963378906,326.739990234375,328.2799987792969,328.2799987792969,718015
2022-05-10 09:30:00,332.30999755859375,333.67999267578125,325.67999267578125,327.17999267578125,327.17999267578125,1026285
2022-05-10 10:30:00,327.260009765625,327.9100036621094,323.04998779296875,324.8800048828125,324.8800048828125,417532
2022-05-10 11:30:00,324.82000732421875,326.8349914550781,323.55999755859375,324.2900085449219,324.2900085449219,368589
2022-05-10 12:30:00,324.20001220703125,327.2799987792969,323.260009765625,327.17498779296875,327.17498779296875,392890
2022-05-10 13:30:00,327.07000732421875,331.67999267578125,327.0400085449219,329.625,329.625,557298
2022-05-10 14:30:00,329.6499938964844,331.5,328.1449890136719,328.3699951171875,328.3699951171875,425310
2022-05-10 15:30:00,328.2049865722656,328.25,324.7099914550781,325.2699890136719,325.2699890136719,997061
2022-05-11 09:30:00,325.4800109863281,330.5899963378906,318.54998779296875,328.9750061035156,328.9750061035156,1291527
2022-05-11 10:30:00,328.9649963378906,329.80999755859375,326.760009765625,329.3900146484375,329.3900146484375,484692
2022-05-11 11:30:00,329.29998779296875,331.0,328.3800048828125,328.489990234375,328.489990234375,322849
2022-05-11 12:30:00,328.3800048828125,329.5899963378906,327.2799987792969,327.32501220703125,327.32501220703125,256391
2022-05-11 13:30:00,327.375,329.32000732421875,324.57000732421875,328.25,328.25,305768
2022-05-11 14:30:00,328.1700134277344,329.9800109863281,325.8800048828125,326.7898864746094,326.7898864746094,329813
2022-05-11 15:30:00,326.7200012207031,327.70001220703125,325.2200012207031,326.1400146484375,326.1400146484375,465429
2022-05-12 09:30:00,321.7699890136719,325.2900085449219,318.3900146484375,322.0799865722656,322.0799865722656,714894
2022-05-12 10:30:00,322.2300109863281,325.5849914550781,320.6000061035156,320.8800048828125,320.8800048828125,451441
2022-05-12 11:30:00,321.0199890136719,321.2799987792969,315.3299865722656,317.625,317.625,483158
2022-05-12 12:30:00,317.7200012207031,319.5899963378906,316.010009765625,316.6099853515625,316.6099853515625,318500
2022-05-12 13:30:00,316.6199951171875,316.9559020996094,312.7699890136719,314.5,314.5,448415
